structure_id,bridge_no,latitude,longitude
0018105B,14/28,45.58011044,122.3856663
0018105C,14/29,45.58049933,122.3777771
00200415,14/29.25,45.57599933,122.3538889
0012156H,14/2A,45.62155766,122.6699382
0012156G,14/2W-N,45.62280488,122.669416
0009275A,14/30,45.57480488,122.3434997
000000OE,14/302,45.86961044,119.8246382
0006565A,14/306,45.89419411,119.6933886
0009275B,14/34,45.571416,122.3158889
0009275C,14/35,45.57147155,122.3019444
0000902A,14/38,45.56155555,122.2667771
00200387,14/3P,45.62069377,122.6667216
0014662A,14/5,45.618416,122.6522778
0003418A,16/110E,47.26472222,122.5460274
0016441A,16/110W,47.26402777,122.5466941
0016441B,16/115,47.27986044,122.5614167
0009245A,16/120,47.30534166,122.576441
0009380A,16/125,47.32096044,122.5903219
0009151A,16/12E,47.235333,122.4747216
0009151B,16/12W,47.23477744,122.4744716
0003639A,16/130E,47.33024933,122.5987774
0008694A,16/130W,47.33031322,122.5994691
0012617A,16/140,47.35861111,122.6150278
0010280A,16/150E,47.370991,122.6188799
0010280B,16/150W,47.37129655,122.6191688
0010280C,16/155,47.38902744,122.6167493
0009151C,16/15E,47.23469411,122.4818604
0009151D,16/15W,47.23472188,122.4819716
0010280D,16/160,47.39830522,122.6225549
0017550A,16/180E,47.43222155,122.6230549
0017550B,16/180W,47.43238822,122.6233327
0014143A,16/200E,47.46847155,122.6240549
0014143C,16/200S-S,47.47047155,122.6249438
0014143B,16/200W,47.46849933,122.6244716
0010556A,16/202,47.48436077,122.630916
0013025A,16/204.5E,47.521416,122.6599444
0013025B,16/204.5W,47.52138822,122.6602778
0010602B,16/204E,47.51133333,122.6525278
0010602C,16/204W,47.51108333,122.6523056
0005237A,16/205,47.528166,122.6774993
0018861A,16/206.45,47.52786044,122.6823882
0018861C,16/206.55,47.52727711,122.6820549
0013166B,16/208N-S,47.524916,122.6973052
0009415A,16/20E,47.23488855,122.4910274
0009415B,16/20W,47.23469411,122.4909719
0016767A,16/21,47.23561077,122.497833
0013783A,16/22,47.24286077,122.5050556
0016767B,16/23,47.24299966,122.5021389
0016767C,16/24E,47.24993577,122.5108083
0012985A,16/24W,47.24993577,122.5111583
0016767D,16/30E,47.25513888,122.51375
0012245B,16/30W,47.25516666,122.5140556
0016767E,16/31E,47.25716666,122.5155
0012245A,16/31W,47.25691666,122.5155278
0018189A,16/3W,47.23079933,122.4611472
0017594I,16/5E,47.23133266,122.4609722
0018189C,16/5W,47.23359688,122.4641306
0017594D,16/6N-E,47.23377744,122.4633333
0018189D,16/6W-N,47.23466077,122.4663194
0018189F,16/7W-S,47.234308,122.4665833
0008543C,16/8,47.23663855,122.4635833
0012449A,16/80,47.25872222,122.5369774
0005137A,17/10.25,46.72274933,119.0275271
0015963A,17/100,46.81136111,119.1342219
000000OF,17/101.75,46.88466911,119.1331549
0004605A,17/203,47.00966666,119.1380552
0004605B,17/207,47.06833266,119.2083333
0005581A,17/210,47.09866633,119.2432774
0004840A,17/215,47.14142188,119.2688966
0007818A,17/216,47.14316633,119.278416
0004840B,17/220,47.26138888,119.4558333
00200422,17/230.55,47.42494377,119.4977219
0003759A,17/306,47.94980522,119.5359719
0003759B,17/307,47.943583,119.5553056
0003759C,17/308,47.94336077,119.5732771
0003759D,17/309,47.96794377,119.6516111
0013785A,17/4,46.56683266,118.9919719
000000LR,17/401,48.00166666,119.6561111
0008351A,17/6,46.58077711,119.0041111
0008351B,17/7,46.58586077,119.0019444
0006066A,18/10,47.30297222,122.2258327
0005972A,18/11,47.30338888,122.2215827
0012555A,18/13,47.30347222,122.2136667
0012618B,18/14N,47.30358333,122.2089722
0012618A,18/14S,47.30347222,122.209
0014354A,18/16N,47.30166666,122.1783327
0006068B,18/16S,47.30013888,122.1801104
0014776G,18/17.5,47.31899933,122.1649722
0014354B,18/17N,47.30272222,122.1776104
0006066B,18/17S,47.30245,122.1773854
0014776F,18/18,47.33032433,122.1587
0014776E,18/18A,47.32999933,122.1552778
0014776C,18/19E-E,47.33200211,122.1555667
0014776B,18/19N,47.33231044,122.1558889
0014776A,18/19S,47.33216044,122.1556639
0014776D,18/19W-W,47.33240488,122.1561972
0017936A,18/1E-N,47.28811077,122.3080833
0017936B,18/1W-S,47.289833,122.3033611
0006068C,18/20N,47.34788577,122.1392052
0014768A,18/20S,47.34761077,122.1392497
0014919A,18/24.5,47.35598611,122.1240271
0006068D,18/24N,47.35288888,122.129916
0014768B,18/24S,47.35275,122.129666
0013401A,18/25.2,47.36780488,122.1018889
0016008A,18/25.3,47.36913822,122.0993608
0016008B,18/25.4,47.37258266,122.0915274
0016008C,18/25.4A,47.37258266,122.0974441
0016008D,18/25.4B,47.37252711,122.0991386
0016008E,18/25.6N,47.37772155,122.0809993
0016008F,18/25.6S,47.37752711,122.0808049
0016008H,18/25.8N,47.38686077,122.0600278
0016008G,18/25.8S,47.386833,122.0595
0011439B,18/25N,47.35783333,122.1215827
0014919B,18/25S,47.35780555,122.1212216
0009289A,18/26,47.39416633,122.0482774
0016611B,18/27N,47.40619444,122.0420552
0016611A,18/27S,47.40606666,122.0417024
0016611F,18/28.2A,47.41438888,122.0157167
0016611G,18/28.2N,47.4154,122.0155833
0016611H,18/28.2S,47.41558333,122.0158889
0016611J,18/28.2WB,47.41613888,122.0156111
0016611M,18/28.4EB,47.41695766,122.0119444
0016611K,18/28.4N,47.41726044,122.0121583
0016611L,18/28.4S,47.41707155,122.0120528
0016611N,18/28.6N,47.418466,122.00765
0016611O,18/28.6S,47.41843266,122.0076167
0016611P,18/28.8,47.42230488,121.9991386
0016611D,18/28N,47.40844444,122.0387497
0016611C,18/28S,47.40819444,122.0386108
0014567I,18/29.5N,47.43027711,121.9874997
0014567A,18/29N,47.42949933,121.9880552
0014567B,18/29S,47.42936044,121.9878608
0008834A,18/3,47.29369411,122.292333
0014567E,18/30.5,47.43236044,121.9827771
0014567C,18/30N,47.43122155,121.9857774
0014567D,18/30S,47.431166,121.9853608
0014567H,18/31B,47.434533,121.9730771
0006403A,18/31E-W,47.43694411,121.9780549
0006541A,18/31N,47.435583,121.9762216
0014567G,18/31N-E,47.43527744,121.9759993
0014567F,18/31S,47.43544411,121.9761104
0015927A,18/33,47.453,121.9522667
0006676A,18/34,47.48594688,121.8884524
0005444A,18/4,47.30166666,122.276666
0005433A,18/5,47.30358333,122.2738604
0005433B,18/6,47.30294722,122.2567583
0009058A,18/8N,47.30316666,122.2397219
0004896A,18/8S,47.30302777,122.2397497
0005082A,18/9,47.30358333,122.2329438
00200425,18/9W-W,47.305,122.2329993
08178600,19/5,48.01183333,122.7753049
0007787A,20/104P,48.21222222,122.6863886
0005377A,20/11,47.995833,122.8461108
000000JG,20/116,48.40197222,122.6446386
0005166A,20/15,48.09124966,122.816
0001929A,20/204,48.40722222,122.6445552
0001929B,20/207,48.40833333,122.6448608
0017358A,20/207.3,48.42786044,122.6091667
0006787A,20/209N,48.46311111,122.5403608
0007777A,20/209S,48.46294444,122.5406108
0011612A,20/211N,48.45636111,122.5218604
0009107A,20/211S,48.456,122.5216104
0TA1011A,20/213.5A,48.446508,122.4439108
0009353A,20/213S,48.44611077,122.4577778
0017242B,20/214N,48.44638855,122.4313882
0017242A,20/214S,48.44638855,122.4313882
0008044B,20/217N,48.44906355,122.4199021
0017242C,20/217S,48.45027777,122.4174993
0008453A,20/220N,48.45136111,122.40825
0017242D,20/220S,48.45130555,122.4075
00200132,20/223.25,48.46,122.3738882
0008453B,20/223N,48.45525,122.388833
0017484A,20/223S,48.45505555,122.3886386
0003478A,20/229,48.52124933,122.1991386
0003478B,20/232,48.53113822,122.1503333
0003478C,20/235,48.53104377,122.1509389
00200133,20/236.25,48.52603266,122.120616
00200134,20/236.55,48.529916,122.0881163
0007894A,20/238,48.53005488,122.0506111
00200135,20/238.25,48.53088266,122.037883
00200136,20/238.35,48.530916,122.033266
0018012A,20/238.5,48.53020488,122.0257854
0007894B,20/241,48.53049933,122.0145
0008227A,20/244,48.52980488,122.0000278
0008227B,20/247,48.52999933,122
0008227C,20/247F,48.52999933,121.9986108
00200262,20/249.25,48.52972155,121.9842774
0003361A,20/253,48.52402711,121.9501944
0003731A,20/256,48.53269377,121.8847497
0009170A,20/259,48.53674966,121.7427774
0015905A,20/260,48.53389966,121.726466
0003022A,20/262,48.52387988,121.7136556
0004342A,20/265,48.51433333,121.6732771
00200263,20/266.25,48.48974133,121.5772104
0005051A,20/268,48.49242466,121.5502111
0003226A,20/271,48.50572222,121.4970274
000000OL,20/274.25,48.50888888,121.4837497
0011391A,20/275.25,48.52752711,121.445833
0003761A,20/277,48.560275,121.4147778
0009350A,20/280,48.58486077,121.3955552
0016159A,20/283,48.627316,121.3377663
0013442A,20/286,48.62999933,121.3283327
000000QS,20/302,48.64863855,121.30475
0009432A,20/305,48.67383266,121.2654444
0016816A,20/308.25,48.68647188,121.2383052
0006974A,20/311,48.69080522,121.2257771
0006974B,20/316,48.69116633,121.2251938
0006974C,20/319,48.69222188,121.2222216
00200405,20/321.25,48.69297188,121.2222493
000000MT,20/323,48.70066666,121.2097778
0006974D,20/327,48.70166666,121.1972219
0006974E,20/331,48.70527777,121.1763882
0006291A,20/338,48.71208333,121.1575
0006585A,20/342,48.69166633,121.1016667
0006585B,20/345,48.69094411,121.0959163
0008465A,20/348,48.71894377,121.0705827
0008963A,20/351,48.72229933,121.0188493
0008963B,20/354,48.70711666,120.977416
0018130A,20/360.25,48.67111877,120.8769382
0008963C,20/403,48.62633266,120.8414997
0008473A,20/603,48.5635,120.6363052
0008473B,20/606,48.59869411,120.5891941
0008473C,20/609,48.58691633,120.4777771
0007567A,20/612,48.59791633,120.4437774
0016979A,20/615C,48.56972155,120.3819438
0012559A,20/618,48.54430522,120.3241938
0006563A,20/621,48.47727711,120.1864441
0003722A,20/624,48.47394377,120.1773882
0003081B,20/627,48.38208266,120.1317216
0003081C,20/630,48.37308266,120.1246104
0015714A,20/633,48.367166,120.1224716
0016134A,20/636,48.35963888,120.1155833
0017131A,20/637,48.347583,120.0439719
0017131B,20/638.25,48.36088888,120.0359997
00200265,20/640.25,48.36563888,119.7475274
00200266,20/642.25,48.32108266,119.6673327
0005956A,20/645,48.355,119.5916941
0005956B,20/648,48.35161111,119.5925552
0001738A,20/651,48.69455522,119.4280827
0015877A,20/654,48.672166,119.3579444
0015877B,20/657,48.65356666,119.2994663
00200272,20/659.25,48.66361111,119.1783327
00200267,20/660.25,48.67955488,119.1381941
00200268,20/661.25,48.68394411,119.1318049
00200269,20/662.25,48.68999966,119.1199993
00200270,20/663.25,48.70663888,119.1075
0002571A,20/7,47.987833,122.8857497
0006425A,20/703,48.64111077,118.7355552
00200141,20/705.25,48.61714933,118.667066
0016144A,20/710,48.59838855,118.6497774
0016144B,20/713.25,48.596433,118.6375497
0016144C,20/714.25,48.59594411,118.6341941
0007740A,20/804,48.526416,117.638333
0012333A,20/805.25,48.53002711,117.6255827
0012333B,20/806.25,48.53972188,117.6013889
0001810A,20/905,48.61297222,117.3660833
0012953A,20/908,48.61138888,117.3653889
0012745A,20/911,48.55480555,117.3447219
0003073A,20/917,48.38972188,117.3135278
0013033A,20/918,48.33824966,117.3043056
00200027,20/919.25,48.32924933,117.3
0002102C,20/924,48.27499933,117.2636111
00200078,21/100.25,46.76963822,118.5474997
000000QR,21/101,46.77752711,118.5473886
0014489D,21/102,46.96977711,118.568166
0014489G,21/102S-S,46.966666,118.571666
0014489E,21/103,46.97008266,118.574166
0013112A,21/105,46.971666,118.6102778
000000AH,21/108.25,46.97086044,118.6582222
0003064A,21/114,47.08724966,118.6654444
00200077,21/118.25,47.17233266,118.6908886
0007755A,21/122,47.226166,118.686333
0007173A,21/2,46.65961111,118.5480552
00200350,21/202.25,47.30402777,118.6903052
0007755B,21/203,47.33119377,118.6923886
0008491A,21/208,47.41833266,118.6866663
00200351,21/211C,47.46383333,118.7656667
0008491B,21/216,47.53119377,118.7823882
0003714A,21/224,47.67155488,118.7215827
0003714B,21/226,47.71577777,118.7219993
000000AK,21/227.25,47.74339966,118.7217799
0003714C,21/229,47.75861111,118.7095
0012106A,21/235FT,47.92922155,118.6899441
0012106B,21/302FT,47.94661077,118.6907497
0001513A,21/311,48.26833266,118.7016667
0001513B,21/312,48.27583266,118.7154722
00200352,21/314.25,48.31091666,118.7384997
00200353,21/315.25,48.34211633,118.7481163
00200354,21/316.25,48.38005488,118.7482219
00200355,21/317.25,48.39297744,118.7450219
00200356,21/318.25,48.41402777,118.7375274
0001622A,21/321,48.45877777,118.7503333
0001622B,21/322,48.47730488,118.7297771
000000HN,21/323,48.483333,118.7376663
0015188A,21/324.25,48.54819411,118.7496497
0016476A,21/325.25,48.57102711,118.7471663
0015809A,21/326,48.63394411,118.7298327
0013285A,21/331,48.67847155,118.6641389
0015809B,21/332.25,48.77252711,118.6469441
0006282A,21/334,48.88145766,118.6039
0007173B,21/3C,46.66836044,118.547083
0007173C,21/4,46.67861044,118.5391386
0007173D,21/5,46.689583,118.5291104
0004365A,22/104,46.19566633,119.7764438
0005074A,22/22,46.32052711,120.2251938
0010039A,22/25,46.31519444,120.2173327
0005074B,22/28,46.28355522,120.169916
0005074C,22/29,46.27638822,120.1591389
0005074D,22/30,46.27424933,120.1559444
0005074E,22/31,46.266666,120.1444997
0005074F,22/32,46.2595,120.133833
0011169A,22/4,46.41663888,120.3141667
0011169B,22/5,46.41435277,120.3143861
0001935A,22/6,46.40995,120.3143778
0001942A,22/7,46.40661111,120.3144722
00200409,22/9.25,46.38941633,120.3145833
0003538A,23/102,47.26724933,117.9346941
00200332,23/103.25,47.29916633,117.9738327
0008244A,23/105,47.30019444,117.9734716
0008244B,23/106,47.30105555,117.9731938
0011891A,23/110,47.33386077,118.0003333
0003432A,23/114,47.36025,118.1081667
00200358,23/115.25,47.38347188,118.1349441
0014809A,23/116,47.39794411,118.1583611
0008472A,23/118,47.41158333,118.1749438
0003122A,23/12,47.11663888,117.6490552
0006439A,23/120,47.44591633,118.1858886
08523400,23/123.25,47.48202711,118.2546667
0005807B,23/14,47.11686044,117.7297771
0003122B,23/16,47.12399933,117.7502222
00200357,23/18.25,47.11361111,117.7872219
0003122C,23/20,47.12433266,117.8273049
00200331,23/22.25,47.192083,117.8748327
0005807A,23/6,47.035333,117.5016389
0016933B,24/1,46.58497188,120.4733882
0007619A,24/105,46.63994411,119.7311104
0012706A,24/13,46.54065522,120.3106611
000000OM,24/301,46.73799966,119.3071667
0007703A,24/302,46.73811077,119.184583
0010122A,24/305,46.77469377,119.1764716
0016933A,24/5,46.58258266,120.4634722
00200333,25/101.25,48.06689933,118.2047
000000AQ,25/103.25,48.11736044,118.2025833
00200359,25/105.25,48.30205555,118.148583
0002555A,25/112,48.57326877,118.0873608
0002059B,25/124,48.88952744,117.8253049
0003297A,25/130,48.92333266,117.777166
0002295A,25/132,48.94091633,117.7720549
00200025,25/2.25,47.69041633,118.1410274
00200024,25/4.25,47.86533333,118.25975
00200026,25/5.25,47.89105522,118.2692771
0002658A,25/6,47.90810277,118.317366
0004769A,26/106,46.81888822,119.3664722
0004882A,26/109,46.81145,119.1892024
0005114A,26/110,46.81147222,119.1796104
0005114B,26/111,46.81152777,119.1768882
0006047A,26/114,46.79497188,119.0167216
0006047B,26/115,46.79472744,119.0001944
0005999A,26/118,46.793333,118.8199993
0005999B,26/119,46.79336077,118.8183049
0014470A,26/121,46.790833,118.7504722
0006422A,26/124,46.79499966,118.6349997
00200054,26/130C,46.79536077,118.5158056
00200301,26/131.25,46.79519411,118.4923608
00200302,26/132.25,46.79649966,118.4501944
00200303,26/134.25,46.75788888,118.3054444
0010320A,26/135,46.75408333,118.2856941
0009837A,26/150,46.76997155,118.1454719
0009837B,26/151,46.76977711,118.1427497
0009007A,26/156,46.77344377,118.0413886
0008153A,26/253,46.78538855,117.9364997
0008153C,26/259,46.79722188,117.868666
00200309,26/261C,46.80872222,117.8250271
00200310,26/263C,46.81069444,117.7973886
00200311,26/265.25,46.80325,117.748333
0009123A,26/269,46.80891666,117.6491663
0009123B,26/271,46.81327777,117.6093889
00200312,26/273.25,46.80980555,117.5827216
00200313,26/273.55,46.80452777,117.5529722
0002385A,26/275,46.83244377,117.5103611
000000EF,26/277.25,46.83305488,117.5038333
000000EG,26/278.25,46.837833,117.4933886
000000EH,26/279.25,46.839833,117.4913052
0010381A,26/281,46.86480555,117.4313049
0002293A,26/285,46.89074133,117.3748104
0002385B,26/2SP,46.89012188,117.3645528
000000GP,27/102,47.27874933,117.1531667
0007027A,27/108,47.40316666,117.1745271
0005397A,27/112,47.45305555,117.142083
0007924A,27/119,47.57652711,117.2248049
0002309A,27/12,46.90888888,117.0765271
0010792A,27/124E,47.673891,117.2395552
0010792B,27/124W,47.673916,117.2396108
0000499A,27/16,46.96261111,117.1071389
0000499B,27/18,47.00369444,117.1325271
0010229A,27/2,46.73228266,117.1801688
0011639A,27/20,47.02274933,117.1462497
0013227A,27/27,47.12552711,117.1990552
0014711A,27/28,47.120891,117.2279688
0004989A,27/3,46.73438855,117.1775549
00200316,27/3.75,46.79188855,117.1470274
0007523A,27/30,47.13086044,117.242583
0017850A,27/32.25,47.17794377,117.1977774
0017850B,27/34,47.17769377,117.1914719
0011360A,27/37,47.21983266,117.0750549
0008425A,27/39,47.22638822,117.0729993
00200315,27/4C,46.79572188,117.1399441
0013681A,27/5C,46.83961077,117.1227493
0002364A,27/7C,46.85868333,117.131216
0002364B,27/9C,46.87836044,117.1265271
000000NA,28/10.75,47.28461077,120.0655556
000000MD,28/104,47.23244377,119.9215827
000000LV,28/108,47.233333,119.833333
000000LN,28/110,47.24932744,119.6849386
0005345A,28/12,47.28149933,120.0657778
0002395A,28/121,47.42738822,119.2739716
0008639A,28/124,47.43249933,119.2190271
0013359A,28/127,47.42055488,119.1652778
0004443A,28/205,47.33269377,118.6987219
0001812A,28/208,47.33316044,118.6873274
0007348A,28/209,47.33027711,118.6639722
0003371B,28/216,47.47814655,118.2675077
08584000,28/218C,47.48447188,118.2555833
00200334,28/219.25,47.51216666,118.2208327
0015839A,28/2A,47.46442222,120.298433
0017223A,28/3.25,47.45555,120.2971997
0003789A,28/4,47.41177222,120.2934497
0018166B,28/4.55,47.40830555,120.292833
0018166C,28/4.75,47.39863855,120.2872497
0005016A,28/6,47.355,120.105
0003073B,31/33,48.74299966,117.4178604
0003749A,31/36,48.86519444,117.3732299
0001259A,31/38,48.86030555,117.3636194
0016851A,31/40.25,48.89405522,117.3280827
0001745A,31/42,48.929191,117.3070889
0008514B,82/102N,46.70013888,120.4406108
0008514A,82/102S,46.70013888,120.4408608
0008561C,82/104N,46.68994411,120.4582778
0008561A,82/104S,46.68980522,120.4578056
0008561D,82/106N,46.68083266,120.4754716
0008561B,82/106S,46.680916,120.4760271
0008561E,82/107.25,46.68076322,120.4757521
0008672C,82/10N,46.926416,120.4981386
0008672B,82/10S,46.926416,120.4986941
0008089B,82/110N,46.64732188,120.5035667
0008089A,82/110S,46.64706633,120.5033528
