structure_id,bridge_no,latitude,longitude,pga
0005451A,101/268,47.6277,122.96,0.465643
0000987A,101/269,47.6183,122.975,0.467091
000000MB,101/27,46.4498,123.872,0.454075
000000NB,101/29,46.4752,123.885,0.458481
0001618A,101/3,46.2516,123.919,0.457925
0012600A,101/302,47.8939,124.356,0.496711
0011752A,101/304,47.9387,124.389,0.493849
0002396A,101/308,47.9596,124.393,0.49207
0018344A,101/31,46.4938,123.888,0.460028
0005638A,101/310,47.9836,124.399,0.49014
0018857A,101/311C,48.0219,124.391,0.486344
0003106A,101/312,48.0403,124.38,0.484255
0002627A,101/314,48.0683,124.296,0.478559
0002627B,101/316,48.0695,124.285,0.47811
0001406A,101/318,48.0661,124.235,0.476933
0003372A,101/320,48.0627,124.116,0.474303
0003372B,101/322,48.0661,124.098,0.473531
000000QD,101/324,48.0547,123.794,0.485189
0003673A,101/326,48.0723,123.774,0.489092
0003673B,101/327,48.0728,123.773,0.48916
0002539B,101/33,46.5012,123.886,0.460022
0004928A,101/330,48.0741,123.68,0.519765
0004928B,101/332,48.0676,123.618,0.525702
0000980A,101/334,48.0655,123.579,0.526172
0015259A,101/340,48.1078,123.454,0.510132
0014001A,101/35,46.5133,123.883,0.460193
0008312A,101/350,48.1036,123.357,0.496487
00200453,101/351,48.1065,123.347,0.492249
0015254A,101/352,48.0943,123.282,0.481313
0018376C,101/354.25,48.0845,123.204,0.452554
0018376D,101/354.45,48.0843,123.202,0.451908
0018376E,101/354.55,48.0842,123.202,0.451836
0018376B,101/354E,48.0893,123.237,0.464538
0018376A,101/354W,48.0895,123.237,0.464465
0013468B,101/355.75,48.0767,123.152,0.438538
0013468A,101/356,48.0762,123.152,0.43845
0015345A,101/358,48.0742,123.135,0.435498
0002539D,101/36,46.5182,123.886,0.46111
0015345B,101/360,48.0735,123.119,0.432523
0015345C,101/362,48.0733,123.108,0.430407
0015345F,101/363.25,48.0733,123.103,0.429547
0015345D,101/364,48.0732,123.102,0.429328
0015345E,101/366,48.0684,123.07,0.425466
00200379,101/370,48.0208,123.007,0.422655
00200398,101/371.25,48.0241,122.996,0.421203
0013639A,101/40,46.6126,123.914,0.473444
00200382,101/401.25,47.5986,122.992,0.470215
0012218A,101/402,47.5583,123.026,0.474857
0000734A,101/403,47.5489,123.044,0.476166
0000734B,101/404,47.5458,123.043,0.476518
0012918A,101/405,47.5262,123.051,0.478987
0003764A,101/407,47.4847,123.078,0.483814
0000948A,101/409,47.4634,123.114,0.486184
0011746A,101/411,47.4404,123.12,0.487687
0011746B,101/411.25,47.4295,123.125,0.488296
0000947A,101/413,47.4066,123.141,0.489714
0001350A,101/415,47.3692,123.159,0.490454
0012672A,101/417,47.3133,123.173,0.490415
0001604A,101/418,47.3105,123.176,0.490564
0008742A,101/419,47.3058,123.179,0.490608
0013743A,101/42,46.6278,123.923,0.476414
0017577A,101/420,47.3037,123.18,0.490644
0000859A,101/422.25,47.2784,123.156,0.487232
0014145A,101/423,47.2312,123.128,0.481634
0009361A,101/424,47.2159,123.129,0.480548
0009361B,101/425,47.2107,123.129,0.480083
0009361C,101/426,47.207,123.128,0.479732
0009121A,101/427,47.1916,123.116,0.477134
0009361D,101/428,47.1877,123.11,0.476162
0009121B,101/429,47.1809,123.099,0.474429
0012707A,101/429.5,47.1304,123.099,0.46826
0017504A,101/429S-N,47.1818,123.099,0.474531
0006884B,101/430E,47.1262,123.1,0.467859
0006884A,101/430W,47.1262,123.1,0.467838
0006383B,101/432E,47.0968,123.086,0.462936
0006383A,101/432W,47.0969,123.086,0.462934
0018292A,101/44,46.6492,123.919,0.477124
0009868A,101/46,46.6867,123.87,0.470769
0009868B,101/48,46.6917,123.86,0.469227
00200123,101/5.25,46.3068,123.969,0.474134
0009868C,101/50,46.68,123.827,0.461825
0014577A,101/501,47.0817,123.023,0.454896
0005738C,101/502E,47.0811,123.024,0.454824
0005738D,101/502W,47.08,123.022,0.454484
0005728A,101/506E,47.0522,123.002,0.448527
0005728B,101/506W,47.0523,123.002,0.448527
0009887A,101/507,47.0473,122.994,0.447067
0005677A,101/508E,47.045,122.991,0.446423
0005677B,101/508W,47.0452,122.991,0.446426
0005396A,101/509,47.0424,122.982,0.445194
0007380A,101/51,46.6647,123.808,0.456706
0009749A,101/510,47.0427,122.969,0.444033
0013424A,101/511,47.0404,122.961,0.442946
0014272C,101/512,47.0326,122.941,0.440062
0014272B,101/513E,47.0276,122.931,0.438432
0014272A,101/513W,47.0283,122.93,0.438423
0009808A,101/514,47.026,122.923,0.437459
0013384A,101/515E-N,47.0211,122.907,0.43537
0013384B,101/515E-S,47.02,122.907,0.435218
0011758A,101/52,46.671,123.777,0.451817
0007868A,101/54,46.6813,123.734,0.445162
0013872A,101/56,46.691,123.732,0.446025
0001331A,101/58,46.75,123.75,0.458329
0001074A,101/5C,46.3017,123.967,0.473409
0001331B,101/60,46.7684,123.749,0.46107
0011396A,101/7,46.3203,124.001,0.483193
0008091A,104/1,47.9522,122.884,0.417296
0009021A,104/104,47.801,122.38,0.394718
0009021B,104/106N,47.7997,122.378,0.394492
0007353A,104/2,47.9227,122.813,0.413993
0017657A,104/3.25,47.8717,122.662,0.406334
0016525C,104/4.5,47.8665,122.636,0.405032
0011964A,104/5.1,47.8657,122.635,0.405013
0011743A,104/5.1FTP,47.8325,122.687,0.411732
0016525A,104/5.2,47.859,122.623,0.404493
0016525B,104/5.5,47.8543,122.615,0.404128
0018859A,104/8.25,47.8095,122.532,0.402469
0006057B,105/1.25,46.7066,123.822,0.463892
0004869A,105/104,46.8618,124.071,0.516355
00200274,105/104.75,46.8865,124.047,0.516098
00200101,105/105.25,46.8915,124.045,0.516305
00200102,105/106.25,46.8928,124.032,0.515514
0004106A,105/108,46.8991,124,0.513692
0004564B,105/110,46.9176,123.958,0.511256
0002984A,105/112,46.9336,123.908,0.508641
0002984B,105/114,46.9358,123.897,0.507818
0002984C,105/116,46.9379,123.888,0.506991
0002621A,105/118,46.94,123.877,0.506081
0004564C,105/120,46.9433,123.853,0.503741
0011779A,105/122,46.9473,123.839,0.502644
00200273,105/15C,46.7405,123.976,0.495331
0017984A,105/17,46.7372,123.983,0.496225
0006057C,105/2.25,46.7299,123.86,0.473949
0006057A,105/2C,46.7264,123.852,0.47207
0018345A,105/3,46.7469,123.884,0.48059
0018345B,105/4,46.7514,123.888,0.481891
0016937A,106/1,47.3239,123.151,0.489161
0013205A,106/2,47.3196,123.14,0.488681
0017730A,106/2.25,47.3308,123.117,0.488255
00200431,106/3.75,47.3467,123.072,0.488494
00200393,106/4,47.3466,123.071,0.4885
0018494A,106/65,47.3816,122.949,0.50053
0005827A,107/4,46.9596,123.603,0.478797
0004381A,107/5,46.9703,123.601,0.48062
0004381B,107/6,46.973,123.601,0.481087
0004130A,108/103,47.0991,123.191,0.471998
0004130B,108/106,47.125,123.114,0.468814
0018849A,108/108C,47.1306,123.1,0.468375
0002214A,108/4,47.0556,123.278,0.470762
0004874B,109/10,47.0508,124.042,0.525848
0004078A,109/11,47.0566,124.05,0.52643
0005054A,109/14,47.0558,124.163,0.531014
0004103A,109/17,47.115,124.169,0.532582
0004376A,109/20,47.2062,124.198,0.533553
0005054B,109/23,47.2377,124.214,0.532895
000000NC,109/25,47.2844,124.234,0.531778
0012712A,109/3SP,46.9887,123.922,0.515801
0005197A,109/6,47.0038,124.001,0.521395
00200275,109/7.25SP,46.9911,123.912,0.515467
0005197B,109/8,47.0311,124.025,0.524153
00200276,109/8SP,46.9912,123.907,0.515204
0004874A,109/9,47.0483,124.04,0.525617
08399000,110/15,47.903,124.545,0.50312
0015346A,110/25SP,47.9147,124.541,0.502311
0003820A,112/10,48.2733,124.355,0.458254
0005625A,112/13,48.2588,124.297,0.457685
000000EE,112/15,48.2533,124.266,0.456918
0008762A,112/17,48.2389,124.257,0.458466
0008762B,112/18,48.2326,124.255,0.459289
0006511B,112/20,48.2241,124.254,0.460455
0006391B,112/22,48.1922,124.227,0.4636
0006759A,112/23,48.1847,124.218,0.464016
0005939A,112/24,48.1787,124.206,0.464253
0017101A,112/25.25,48.1835,124.184,0.462722
0018298A,112/25.75,48.188,124.172,0.461614
0002809A,112/26,48.1896,124.157,0.460722
0016676A,112/30,48.1795,124.066,0.457982
0018874A,112/30.5,48.174,124.056,0.458299
0013865A,112/31,48.1724,124.027,0.4574
0004714A,112/34,48.1651,123.953,0.456737
0004201A,112/35,48.1636,123.944,0.456869
0014897A,112/38,48.147,123.84,0.463107
0005997B,112/39,48.1453,123.834,0.463965
0006391A,112/4,48.3483,124.532,0.456656
0017062A,112/40.25,48.1004,123.558,0.529422
0015726A,112/40C,48.14,123.785,0.471899
0004152A,112/41,48.1177,123.663,0.516793
0018431A,112/42,48.1169,123.599,0.52036
0018431B,112/42A,48.1164,123.599,0.520711
0009090A,112/44,48.1013,123.559,0.528745
00200060,112/6.25,48.3318,124.49,0.456568
0018839A,112/7,48.3236,124.47,0.456608
0012080A,112/8,48.2885,124.397,0.458374
08097000,113/10,48.1097,124.254,0.473493
00200211,113/12.25,48.1233,124.222,0.470928
08316200,113/15,48.1714,124.212,0.465269
08270000,113/5,48.0922,124.266,0.475577
08043900,116/5,48.0315,122.733,0.406184
0005115A,117/1,48.1066,123.463,0.512379
00200366,119/5,47.4919,123.211,0.489886
0000961B,12/259,46.5371,121.999,0.311105
0018033B,12/602,46.1975,118.997,0.110244
0018853A,121/11.25,46.922,122.908,0.419291
0018853B,121/11C,46.9208,122.908,0.419086
0008271D,121/15,46.9528,122.937,0.426869
08025500,121/6,46.8967,122.955,0.418426
08012300,121/8,46.8967,122.947,0.417817
08076900,122/1.25,46.534,122.578,0.330025
07969300,122/10,46.5501,122.493,0.33055
08005000,122/5,46.5549,122.538,0.33246
0017764A,122/7.25,46.5562,122.515,0.332078
0013113A,123/2,46.6925,121.58,0.321445
0018033A,124/1,46.2084,119.013,0.110279
0008008A,124/12,46.2908,118.535,0.106013
0006854A,124/14,46.2887,118.488,0.105987
00200335,124/16.25,46.2951,118.45,0.105653
00200336,124/18.25,46.3001,118.361,0.105097
0014637A,124/20,46.2983,118.328,0.104974
0012540A,124/24,46.2743,118.221,0.104976
0014317A,124/28,46.2691,118.168,0.104539
0013562A,124/4.25,46.2656,118.781,0.107154
0007934A,124/8,46.2962,118.583,0.105941
0002174A,125/10,46.0658,118.35,0.111638
00200337,125/16.25,46.1035,118.373,0.111207
00200076,125/21C,46.1339,118.376,0.110391
000000GX,125/23,46.1499,118.373,0.109957
0004763A,125/25,46.1699,118.383,0.109475
0004763B,125/26,46.1706,118.383,0.109457
000000GY,125/28,46.1932,118.383,0.108866
0013309A,125/3,46.0114,118.39,0.11236
000000BA,125/31.25,46.2355,118.371,0.107385
000000FZ,125/35,46.2946,118.34,0.105169
0013309B,125/5,46.0233,118.389,0.112223
0008494A,127/10,46.624,117.797,0.0867711
000000OR,127/101,46.6321,117.805,0.08672
00200075,127/102.25,46.643,117.81,0.0865606
0013129A,127/104,46.7603,117.714,0.0837001
0015153A,127/108C,46.8088,117.656,0.0826834
000000OQ,127/8,46.6166,117.792,0.0868681
0010850A,128/10,46.423,117.07,0.0807609
0005323A,129/10,46.3415,117.055,0.0811226
0002672A,129/2,46.0415,117.253,0.0869361
0018763A,129/3,46.0572,117.238,0.0864166
08214800,131/15,46.5319,121.958,0.308433
08266100,131/5,46.5118,121.954,0.304263
0017977A,14/102.25,45.5732,122.199,0.210587
0017977B,14/105.25,45.5888,122.179,0.208491
0006845A,14/27S,45.577,122.404,0.245268
00200277,141/10.25,45.9877,121.516,0.171526
0004752A,141/14,45.9906,121.519,0.172048
00200506,141/14.85,45.9955,121.525,0.172911
00200014,141/15.25,45.9964,121.527,0.173139
00200015,141/18.25,45.9968,121.557,0.175644
0003237A,141/4,45.7971,121.485,0.157332
0002565A,141/5,45.7989,121.486,0.157395
00200278,141/8.25,45.8887,121.52,0.164314
0016166A,142/1.55,45.728,121.238,0.141654
0009192A,142/10,45.8432,121.061,0.136203
0017169A,142/11,45.8485,121.042,0.135574
0018529A,142/12.25,45.8576,120.999,0.133957
00200280,142/12.55,45.8395,120.939,0.131168
000000BE,142/13.25,45.8301,120.906,0.129651
0012159A,142/15,45.8241,120.838,0.127554
00200012,142/2.25,45.7417,121.22,0.140989
0010542A,142/4,45.7942,121.202,0.141151
0003808A,142/6C,45.8194,121.15,0.139518
0009875A,142/8,45.8331,121.081,0.136729
0018888A,142/9,45.8336,121.08,0.136703
0002450A,153/10,48.1379,120.016,0.135299
00200040,153/11.25,48.1418,120.03,0.135635
0002450B,153/13,48.1461,120.047,0.136054
0002450C,153/14,48.1511,120.055,0.136259
0002450D,153/15,48.1656,120.079,0.136831
0003507A,153/16,48.1816,120.094,0.137183
0002450E,153/17,48.2015,120.116,0.13773
0003507B,153/19.25,48.2302,120.118,0.137546
0001976A,153/20,48.2455,120.117,0.137389
0015890A,153/25C,48.3286,120.062,0.135111
0001658A,153/3,48.0744,119.957,0.133551
0003704A,153/4,48.0766,119.97,0.133884
0003583A,153/6,48.0775,120.011,0.134875
0003668D,155/10,47.8711,119.091,0.107865
000000JJ,155/101,47.9654,118.982,0.10539
0008186A,155/110,48.4025,119.503,0.119193
000000HD,155/111SP,48.4105,119.526,0.119668
0003668A,155/4,47.7534,119.221,0.109793
0003668B,155/6,47.819,119.15,0.108854
0003668C,155/8,47.845,119.12,0.108357
0018189E,16/5HOV,47.2346,122.466,0.415958
0017594F,16/7,47.2349,122.466,0.416068
0017594E,16/7S-E,47.2345,122.467,0.416163
08020600,160/10.25,47.5053,122.567,0.495155
0010602A,160/5,47.5009,122.646,0.497973
0012982A,161/1,46.8553,122.279,0.359466
0009010A,161/10,47.1613,122.297,0.386868
0006094D,161/102,47.2786,122.31,0.401047
0013070A,161/2,46.8602,122.267,0.359094
0002410A,161/22,47.2133,122.295,0.391535
000000BG,161/3,46.8764,122.282,0.36151
00200074,161/6C,46.9408,122.281,0.367006
00200126,161/7.25,46.9758,122.298,0.371594
0018869A,161/7C,46.9756,122.298,0.371569
00200125,161/8.25,46.9934,122.295,0.372813
0016635A,162/11,47.0829,122.176,0.365571
00X3041A,162/14,47.0986,122.153,0.363745
0008606A,162/15,47.1087,122.146,0.36342
0008606B,162/16,47.1228,122.134,0.36248
0008606C,162/17,47.1281,122.134,0.362816
0008606D,162/18,47.1311,122.127,0.362039
0008102C,162/2,47.1929,122.229,0.380205
0005142A,162/20,47.1404,122.093,0.358071
000000JP,162/22,47.1421,122.059,0.353796
000000PA,162/4,47.185,122.229,0.379448
0018493A,162/5.75,47.1574,122.229,0.377292
0018685A,162/6,47.1305,122.236,0.376269
000000JD,162/6P,47.13,122.236,0.376234
000000OT,164/15,47.2919,122.208,0.386592
0002950A,165/10,47.0415,122.042,0.348945
0005632A,165/11,47.0466,122.043,0.349117
0005632B,165/12,47.0468,122.042,0.34909
0005632C,165/13,47.0483,122.043,0.349181
000000EI,165/16,47.1001,122.046,0.350704
0002687A,165/17,47.1095,122.051,0.351685
0008217A,165/18,47.11,122.052,0.351773
0011802A,165/20,47.1309,122.049,0.35222
0018861B,166/2.25,47.5276,122.682,0.494893
0004210A,166/21.25,47.5422,122.627,0.493902
0003062A,166/24,47.5339,122.626,0.494682
0010513A,167/102,47.2649,122.262,0.391874
0010513B,167/104,47.2728,122.259,0.392523
0010513C,167/106,47.2789,122.258,0.393225
0009236A,167/110,47.2957,122.258,0.395361
0009236D,167/111W-N,47.2995,122.253,0.395133
0009236B,167/112E,47.3019,122.253,0.395475
0018665A,167/112HOV,47.302,122.253,0.395523
0009236E,167/112S-W,47.3037,122.255,0.396135
0009236C,167/112W,47.3019,122.253,0.395562
0009236F,167/112W-N,47.3019,122.252,0.39542
0008853A,167/115,47.3084,122.25,0.396079
0008853B,167/116,47.3224,122.246,0.397645
0008853C,167/117,47.3402,122.245,0.400535
00200452,167/118.25,47.3477,122.245,0.401675
0008441A,167/119,47.3537,122.245,0.403053
0006979F,167/11E,47.24,122.402,0.408662
0006979G,167/11S-S,47.24,122.402,0.408662
0008114A,167/121E,47.3697,122.244,0.407365
0008114B,167/121W,47.3697,122.245,0.407428
0008114C,167/122E,47.3778,122.244,0.409678
0008114D,167/122W,47.3777,122.245,0.409708
0008114E,167/123E,47.3812,122.244,0.41061
0008114F,167/123W,47.3812,122.245,0.410667
0008114G,167/124E,47.3865,122.244,0.412034
0008114H,167/124W,47.3867,122.244,0.412148
0008175A,167/125E,47.3889,122.242,0.412342
0008175B,167/125W,47.3895,122.242,0.412446
0008175C,167/126E,47.3922,122.237,0.412346
0008175D,167/126W,47.3922,122.238,0.412405
0008175E,167/127E,47.395,122.233,0.412318
0008175F,167/127W,47.3952,122.233,0.412382
0008114I,167/128E,47.3982,122.228,0.412293
0008114J,167/128W,47.3987,122.228,0.412357
000000QC,167/129,47.4121,122.221,0.415812
0013037C,167/129E-S,47.4103,122.221,0.415072
0013037A,167/129N-E,47.4108,122.219,0.414858
0013037B,167/129S-W,47.4138,122.221,0.416336
0001784A,167/13,47.2373,122.396,0.407704
0007085A,167/130,47.4155,122.221,0.41696
0016530A,167/131.25,47.4302,122.22,0.422114
0007085B,167/133,47.4412,122.218,0.426094
0018260A,167/137.25,47.4614,122.208,0.429071
0008682A,167/16,47.2117,122.338,0.397582
0018513A,167/20E,47.2019,122.294,0.39032
0008903A,167/20W,47.2019,122.294,0.390346
0009075A,167/21E,47.2031,122.284,0.389072
0014126A,167/21W,47.2034,122.284,0.389087
0009075B,167/25E,47.2009,122.261,0.385562
0013042A,167/25W,47.2014,122.261,0.38559
0009075C,167/30E,47.2022,122.257,0.385002
0013042B,167/30W,47.2024,122.257,0.3851
0009075D,167/32E,47.2031,122.253,0.384598
0013042C,167/32W,47.2032,122.254,0.38475
0009118A,167/34E,47.2061,122.248,0.384048
0013042D,167/34W,47.2067,122.248,0.384142
0016597C,167/37.5,47.233,122.251,0.386814
0016597D,167/37C,47.2322,122.251,0.386709
0016597A,167/38,47.2357,122.252,0.387149
0016597B,167/39C,47.2407,122.254,0.387882
0018665B,167/40.25,47.2522,122.258,0.389596
00200427,167/40C,47.25,122.256,0.388978
0010558A,167/40E,47.2501,122.257,0.38918
0013042E,167/40W,47.2503,122.258,0.389272
0002352A,169/12,47.3466,122.019,0.362483
0013101A,169/15.25,47.3906,122.046,0.374926
0013791A,169/18,47.4057,122.04,0.376575
0003703A,169/20,47.4184,122.046,0.381483
0014298C,169/23.25,47.4658,122.141,0.413444
0014298A,169/24,47.4694,122.159,0.418407
0014298B,169/30.15,47.4716,122.165,0.42
0014298D,169/30.25,47.4733,122.169,0.421176
0009500A,169/30P,47.4772,122.182,0.424989
0013329A,169/4,47.226,121.99,0.348253
000000IR,169/8,47.2783,121.992,0.351814
0011702A,170/6,46.97,119.068,0.10818
0015898A,171/5,47.101,119.316,0.113095
0008566A,173/10,48.0848,119.781,0.129562
000000LP,174/102,47.9459,119.004,0.105936
0004232A,174/205,47.8079,118.765,0.0975966
0008509A,181/11,47.4187,122.249,0.424517
0008509B,181/12,47.4205,122.249,0.425271
0011950B,182/10N,46.2586,119.292,0.114976
0011950A,182/10S,46.2581,119.292,0.114974
0012207E,182/10W-W,46.2597,119.287,0.114854
0012207B,182/11,46.2589,119.288,0.114884
0012207C,182/12,46.2584,119.275,0.114593
0012558A,182/13S-E,46.2591,119.266,0.114387
0012207F,182/14,46.2583,119.263,0.114314
0012207A,182/14S-E,46.2572,119.262,0.114309
0012558B,182/15S-E,46.2572,119.26,0.114268
0012042B,182/16N,46.263,119.246,0.113876
0012042A,182/16S,46.2628,119.245,0.113868
0012236A,182/17,46.2758,119.221,0.113135
0012236C,182/18,46.265,119.182,0.11236
0012236I,182/18.8C,46.257,119.155,0.111905
0012236G,182/19N,46.2568,119.154,0.111903
0012236B,182/19S,46.2568,119.154,0.111902
0012451B,182/1N,46.246,119.345,0.116372
0012451A,182/1S,46.2457,119.345,0.116374
0012236H,182/20N-W,46.2484,119.126,0.111431
0012236E,182/20W-S,46.2494,119.127,0.111437
0008422B,182/21N,46.2488,119.117,0.111248
0012236F,182/21S,46.2484,119.117,0.111253
0008422C,182/22N,46.25,119.095,0.110806
0007410A,182/22S,46.2497,119.095,0.110812
0008422D,182/23N,46.2501,119.094,0.110787
0007410B,182/23S,46.25,119.094,0.110789
0012217B,182/7E,46.2514,119.314,0.11558
0012217A,182/7W,46.2513,119.314,0.11556
0012217C,182/9,46.2542,119.304,0.115286
08150200,194/1,46.7025,117.468,0.0821001
08398300,194/10.25,46.7626,117.425,0.0813488
08490200,194/15,46.7429,117.334,0.080864
00200317,194/17.25,46.7321,117.318,0.0808229
00200318,194/22.25,46.725,117.238,0.080374
08491800,194/5.25,46.7518,117.458,0.0816559
08412600,194/8.25,46.7582,117.445,0.0815201
0009560B,195/101,47.2712,117.37,0.0808319
0009560C,195/103,47.2812,117.366,0.080872
0009462A,195/105,47.3099,117.39,0.0809923
0009462B,195/106,47.3218,117.387,0.0810582
0009462C,195/107,47.3482,117.381,0.0812033
0009417A,195/108,47.375,117.385,0.0813525
0009417B,195/109,47.3907,117.391,0.081423
0007981A,195/112W,47.4536,117.385,0.0818647
0018378A,195/117,47.6191,117.432,0.0830179
0007094A,195/124E,47.6464,117.451,0.0831313
0007094B,195/124W,47.6464,117.451,0.08313
00200304,195/13.25,46.605,117.167,0.0804836
00200305,195/14.25,46.6343,117.175,0.0804055
00200306,195/16.25,46.6708,117.197,0.0803561
00200308,195/20C,46.8531,117.343,0.080456
000000GR,195/22,46.8746,117.365,0.0804941
0001869A,195/23,46.8762,117.365,0.080489
000000BI,195/24,46.884,117.365,0.0804621
0001869B,195/25,46.8866,117.364,0.0804528
0001542A,195/27,46.8901,117.364,0.0804367
0004592A,195/30,46.9627,117.328,0.0801791
0013490A,195/32.25A,47.0059,117.354,0.0802186
0005744A,195/34,47.015,117.355,0.0802307
0006770A,195/38,47.0818,117.382,0.0803393
0007461A,195/42,47.1138,117.379,0.080372
0009735A,195/46,47.2137,117.359,0.0805958
0009676B,195/49,47.2153,117.358,0.0806011
0009676C,195/52,47.2194,117.354,0.080615
0009676D,195/55,47.2329,117.359,0.0806748
0009735B,195/60,47.2506,117.361,0.0807427
0009735C,195/65,47.2563,117.361,0.0807664
0008130A,195/6A,46.5656,117.115,0.0803338
0009560A,195/75,47.2582,117.362,0.0807749
0013291A,195/8,46.5762,117.15,0.080526
0014388A,2/306.25,47.4705,120.3,0.137308
0014388B,2/308.25,47.4855,120.3,0.137348
0016720C,2/650W-S,47.7731,117.371,0.0846068
0017610D,2/651W-S,47.7741,117.372,0.0846075
00200370,20/705.15,48.6184,118.668,0.0899081
0013494A,202/32,47.7586,122.164,0.3882
0007234B,202/35,47.7537,122.168,0.387806
0004876A,202/38,47.7328,122.146,0.387316
0010849A,202/44,47.6703,122.11,0.389511
0017272A,202/45W-W,47.6701,122.108,0.389378
0017030A,202/46,47.6558,122.079,0.388686
0017030B,202/46.5DV,47.6553,122.076,0.388409
0017030E,202/46.7DV,47.6563,122.07,0.387888
0017030C,202/47,47.6566,122.065,0.387484
0017030D,202/47.5,47.6569,122.065,0.38744
000000EJ,202/48.25,47.6548,122.057,0.386904
00200430,202/48.55,47.6554,122.049,0.386223
0016164A,202/48.75,47.6512,122.048,0.386379
0015302A,202/49.25,47.6313,121.998,0.385277
0001380A,202/54,47.58,121.937,0.379158
0011599A,202/56,47.5679,121.888,0.365727
0012606A,202/58,47.5541,121.836,0.35172
0001480A,202/60,47.5394,121.833,0.350096
0000720A,202/61,47.5356,121.83,0.349194
0014378A,202/63C,47.5183,121.817,0.34488
0000857A,202/65,47.5011,121.791,0.338395
0002251A,202/66,47.5,121.788,0.337725
0010270A,202/70,47.4928,121.79,0.337563
0002999I,203/10,47.5946,121.911,0.373139
0003124F,203/101.55,47.7941,121.975,0.361318
0003124G,203/101.75,47.7942,121.975,0.36131
0004825A,203/103,47.815,121.98,0.358473
0004825B,203/104,47.8288,121.97,0.352941
0005294A,203/105,47.8432,121.969,0.349539
0005294B,203/106,47.8454,121.97,0.349281
000000BK,203/12,47.6063,121.914,0.373172
0002999J,203/14,47.6172,121.91,0.370943
0010370A,203/16,47.6375,121.916,0.369862
0004656B,203/18,47.6712,121.908,0.36336
00200446,203/19.25,47.674,121.907,0.362614
0002999A,203/2,47.5725,121.888,0.365944
000000BL,203/20,47.6781,121.907,0.362137
0010849B,203/22.25,47.6832,121.92,0.364345
0003124A,203/24,47.6883,121.938,0.36795
0003124D,203/25.25,47.6919,121.96,0.371852
0003124E,203/25.55,47.704,121.983,0.374847
00200128,203/25C,47.691,121.945,0.369261
0003124B,203/26,47.7111,121.984,0.374078
0018676A,203/27C,47.7367,121.987,0.372401
0002999K,203/28,47.7522,121.983,0.369892
0002999L,203/29,47.7567,121.975,0.367258
0002999B,203/3,47.5755,121.89,0.366869
0012644A,203/30,47.7583,121.972,0.366201
0002999N,203/31,47.7599,121.969,0.365389
0002999O,203/32,47.7647,121.96,0.362405
0003124C,203/33,47.7666,121.957,0.361456
0002999C,203/4,47.5778,121.893,0.367632
0002999D,203/5,47.58,121.895,0.368357
0002999E,203/6,47.5828,121.898,0.369276
0002999F,203/7,47.5846,121.9,0.369862
0002999G,203/8,47.5862,121.901,0.370377
0012947A,203/9,47.5908,121.906,0.371845
0008176B,204/2S-W,47.9789,122.138,0.353314
0009214A,205/10,45.6283,122.56,0.255758
0009448C,205/14,45.6355,122.561,0.254809
0018664A,205/14E-S,45.6354,122.562,0.254868
0009448D,205/16E,45.6418,122.563,0.254028
0009448E,205/16W,45.6417,122.564,0.254096
0009448G,205/19.25,45.6538,122.569,0.252963
0009448F,205/19N-E,45.6547,122.568,0.252776
0009448B,205/20,45.6589,122.574,0.252848
0009241D,205/24,45.668,122.58,0.252477
0009241C,205/28,45.6789,122.588,0.251834
0009857B,205/2S-E,45.6034,122.549,0.258365
0009857D,205/3,45.6064,122.552,0.258193
0009241B,205/30N,45.6829,122.595,0.251904
0009241A,205/30S,45.6827,122.594,0.251896
0009122A,205/32,45.687,122.601,0.251945
0009241E,205/34E,45.6933,122.607,0.251604
0009241F,205/34W,45.6926,122.607,0.251733
0009241L,205/36E,45.6959,122.611,0.251748
0009241G,205/36W,45.6959,122.611,0.251747
0009122B,205/38,45.699,122.62,0.252321
0009857C,205/3S-E,45.6071,122.553,0.258196
0009106A,205/40,45.7074,122.633,0.252947
0009241H,205/42E,45.7116,122.639,0.253229
0009241I,205/42W,45.7106,122.638,0.253223
0009106B,205/44,45.718,122.65,0.253849
0009241J,205/46,45.719,122.651,0.253919
0009737A,205/6,45.6144,122.555,0.257301
0009737B,205/8,45.621,122.56,0.256771
0017522A,205/8W-N,45.6224,122.558,0.256368
000000MP,206/16,47.8023,117.219,0.086333
000000NO,206/18.25,47.8359,117.196,0.0868175
000000ML,206/20.25,47.8359,117.175,0.0870792
000000NP,206/22,47.8429,117.172,0.0871609
0015358A,206/3,47.7883,117.342,0.0849801
0002657A,207/4,47.8096,120.715,0.170528
0018342A,21/312.25,48.3011,118.735,0.0961226
0018241A,21/333,48.7778,118.637,0.0871516
0006731A,213/5,48.2801,119.704,0.127422
0003718A,215/5,48.3611,119.584,0.122594
00200053,221/10C,46.0783,119.602,0.122222
0008095A,223/5,46.3325,120.196,0.130416
0008576A,223/7,46.3424,120.185,0.130189
0014085C,224/10,46.2931,119.315,0.115174
0014085B,224/7C,46.3007,119.349,0.115966
0014085A,224/8,46.2972,119.334,0.115616
08244600,225/1,46.2524,119.475,0.119375
08705700,225/5,46.2557,119.475,0.119342
0003558A,231/101,47.8384,117.853,0.0833931
0006426A,231/106.25,47.9728,117.736,0.0834157
000000BX,231/111.25,48.0574,117.752,0.0833523
00200338,231/120.25,48.151,117.726,0.0831482
